iter	Passed	Remaining
832	1597	320
833	1598	318
834	1600	316
835	1602	314
836	1604	312
837	1606	310
838	1608	308
839	1609	306
840	1611	304
841	1613	302
842	1615	300
843	1617	298
844	1618	296
845	1621	295
846	1622	293
847	1624	291
848	1626	289
849	1628	287
850	1630	285
851	1631	283
852	1633	281
853	1635	279
854	1637	277
855	1639	275
856	1641	273
857	1643	271
858	1645	270
859	1646	268
860	1648	266
861	1650	264
862	1652	262
863	1654	260
864	1656	258
865	1657	256
866	1659	254
867	1661	252
868	1663	250
869	1665	248
870	1666	246
871	1668	244
872	1670	243
873	1672	241
874	1674	239
875	1676	237
876	1677	235
877	1679	233
878	1681	231
879	1683	229
880	1685	227
881	1687	225
882	1688	223
883	1690	221
884	1692	219
885	1694	218
886	1696	216
887	1697	214
888	1700	212
889	1701	210
890	1703	208
891	1705	206
892	1707	204
893	1708	202
894	1710	200
895	1712	198
896	1714	196
897	1716	194
898	1718	193
899	1719	191
900	1721	189
901	1723	187
902	1725	185
903	1726	183
904	1728	181
905	1730	179
906	1732	177
907	1734	175
908	1736	173
909	1738	171
910	1739	169
911	1741	168
912	1743	166
913	1745	164
914	1747	162
915	1749	160
916	1751	158
917	1752	156
918	1754	154
919	1756	152
920	1758	150
921	1759	148
922	1761	146
923	1763	145
924	1765	143
925	1767	141
926	1768	139
927	1770	137
928	1772	135
929	1774	133
930	1776	131
931	1778	129
932	1779	127
933	1781	125
934	1783	123
935	1785	122
936	1787	120
937	1788	118
938	1790	116
939	1792	114
940	1794	112
941	1796	110
942	1797	108
943	1799	106
944	1801	104
945	1803	102
946	1804	101
947	1806	99
948	1808	97
949	1810	95
950	1812	93
951	1814	91
952	1815	89
953	1817	87
954	1819	85
955	1820	83
956	1822	81
957	1824	80
958	1826	78
959	1829	76
960	1831	74
961	1832	72
962	1834	70
963	1836	68
964	1838	66
965	1840	64
966	1842	62
967	1844	60
968	1846	59
969	1848	57
970	1850	55
971	1851	53
972	1853	51
973	1855	49
974	1857	47
975	1859	45
976	1861	43
977	1863	41
978	1865	40
979	1867	38
980	1869	36
981	1871	34
982	1873	32
983	1875	30
984	1877	28
985	1879	26
986	1881	24
987	1883	22
988	1885	20
989	1887	19
990	1889	17
991	1891	15
992	1893	13
993	1895	11
994	1896	9
995	1898	7
996	1900	5
997	1901	3
998	1904	1
999	1906	0
