iter	RMSE
313	1592.929257
314	1592.316622
315	1591.869442
316	1591.11012
317	1589.88067
318	1589.135112
319	1587.693274
320	1586.835869
321	1586.315073
322	1585.521874
323	1584.883361
324	1583.938754
325	1582.794189
326	1581.592959
327	1580.946315
328	1580.185961
329	1579.423247
330	1578.422439
331	1578.046545
332	1577.351105
333	1576.434065
334	1575.536941
335	1574.257929
336	1573.564536
337	1572.948769
338	1572.360065
339	1571.786866
340	1571.217446
341	1570.190408
342	1569.385858
343	1568.326452
344	1567.946845
345	1566.888258
346	1565.838728
347	1565.079313
348	1563.812316
349	1563.368083
350	1562.069057
351	1561.198704
352	1560.317331
353	1559.553362
354	1559.143823
355	1558.585097
356	1558.011288
357	1557.346845
358	1556.831109
359	1555.686171
360	1554.962996
361	1554.332574
362	1553.981349
363	1553.010841
364	1552.330022
365	1551.751316
366	1551.02777
367	1550.354134
368	1549.160948
369	1548.176371
370	1547.263696
371	1546.835491
372	1546.209311
373	1545.317658
374	1544.37863
375	1543.765439
376	1542.794616
377	1541.970221
378	1541.288406
379	1540.746202
380	1539.664122
381	1539.439062
382	1538.852159
383	1538.408601
384	1537.876425
385	1536.668942
386	1536.275123
387	1535.65682
388	1534.832652
389	1533.764943
390	1532.793208
391	1532.078144
392	1531.253735
393	1530.334928
394	1529.927456
395	1529.257319
396	1528.737406
397	1528.328863
398	1528.064689
399	1527.322377
400	1526.697343
401	1525.849871
402	1525.224733
403	1524.832001
404	1523.745972
405	1523.492281
406	1523.079205
407	1522.234971
408	1521.846716
409	1521.439413
410	1520.443426
411	1519.999758
412	1519.499217
413	1518.99154
414	1518.245069
415	1517.60949
416	1516.997543
417	1516.130372
418	1515.65568
419	1515.221353
420	1514.509246
421	1513.548495
422	1513.219885
423	1512.721324
424	1512.25337
425	1511.639243
426	1511.12426
427	1510.002767
428	1509.460447
429	1508.823935
430	1507.892002
431	1507.085092
432	1506.694381
433	1506.258501
434	1505.520287
435	1505.103205
436	1504.333183
437	1503.80997
438	1503.42813
439	1502.912378
440	1502.255253
441	1501.47437
442	1501.033067
443	1500.562345
444	1499.549775
445	1499.239697
446	1498.80524
447	1498.373139
448	1498.043949
449	1497.518786
450	1497.027109
451	1496.694179
452	1496.47067
453	1495.516371
454	1495.193898
455	1494.949286
456	1493.946407
457	1493.586077
458	1493.04336
459	1492.384719
460	1491.354951
461	1490.888065
462	1490.587738
463	1490.173194
464	1489.91473
465	1489.457693
466	1489.052838
467	1488.442316
468	1488.080205
469	1487.552163
470	1487.220332
471	1486.628761
472	1486.35953
473	1485.988803
474	1485.092957
475	1484.777453
476	1484.335025
477	1483.636737
478	1483.218305
479	1482.730243
480	1482.167375
481	1481.925872
482	1481.38669
483	1480.890458
484	1480.251629
485	1479.404532
486	1478.992667
487	1478.718912
488	1477.946786
489	1477.725958
490	1477.559356
491	1477.109345
492	1476.486674
493	1476.231978
494	1475.560327
495	1474.911126
496	1474.281867
497	1473.842506
498	1473.303015
499	1472.882414
500	1472.462648
501	1471.658189
502	1471.124016
503	1470.880186
504	1469.847663
505	1469.469174
506	1469.203673
507	1468.938606
508	1468.565485
509	1468.06053
510	1467.710101
511	1467.172596
512	1466.263356
513	1465.913081
514	1465.251921
515	1464.480955
516	1464.032139
517	1463.280216
518	1462.587342
519	1462.288584
520	1461.889049
521	1461.376408
522	1460.977912
523	1460.593744
524	1460.167324
525	1459.908797
526	1459.337771
527	1458.92572
528	1457.81572
529	1457.007635
530	1456.53454
531	1456.169261
532	1455.857504
533	1455.305187
534	1454.637098
535	1454.441977
536	1453.718167
537	1453.476382
538	1453.203949
539	1452.573163
540	1451.912108
541	1451.574546
542	1450.756877
543	1450.348631
544	1449.592156
545	1449.22558
546	1448.51656
547	1448.293051
548	1448.033243
549	1447.451209
550	1447.017663
551	1446.653554
552	1446.296289
553	1445.779058
554	1445.51711
555	1445.138686
556	1444.634777
557	1444.23584
558	1443.683713
559	1442.935341
560	1442.565695
561	1442.376585
562	1441.770554
563	1441.331397
564	1440.903738
565	1440.023041
566	1439.726135
567	1439.282977
568	1438.686166
569	1438.013323
570	1437.707413
571	1437.392289
572	1437.104334
573	1436.685319
574	1436.540549
575	1436.207983
576	1435.776893
577	1434.801113
578	1433.801014
579	1433.07134
580	1432.37666
581	1432.156866
582	1431.557043
583	1431.269487
584	1430.918883
585	1430.700155
586	1430.355726
587	1429.761181
588	1429.471878
589	1429.288626
590	1429.043009
591	1428.84475
592	1428.121682
593	1427.729808
594	1426.776208
595	1426.123071
596	1425.639428
597	1425.220255
598	1424.717896
599	1424.282879
600	1423.577627
601	1423.076142
602	1422.347613
603	1422.012111
604	1421.799509
605	1421.395413
606	1420.983029
607	1420.341084
608	1419.619077
609	1418.753514
610	1418.420276
611	1418.055002
612	1417.725335
613	1417.373185
614	1416.793401
615	1416.463917
616	1416.091075
617	1415.781073
618	1415.247866
619	1414.432082
620	1413.905307
621	1413.245086
622	1412.641149
623	1412.105553
624	1411.752365
625	1411.290047
626	1411.12642
627	1410.815243
628	1410.076327
629	1409.685122
630	1409.114923
631	1408.882368
632	1408.714144
633	1408.488594
634	1408.158525
635	1407.791949
636	1407.447533
637	1406.851624
638	1406.138856
639	1405.673724
640	1404.875439
641	1404.586489
642	1403.995739
643	1403.452385
644	1403.013249
645	1402.449685
646	1402.295469
647	1401.98765
648	1401.545607
649	1401.226111
650	1400.912363
651	1400.652894
652	1400.117749
653	1399.567397
654	1399.109164
655	1398.73838
656	1398.374125
657	1397.973781
658	1397.617185
659	1397.1532
660	1396.606056
661	1396.350388
662	1396.033844
663	1395.435741
664	1394.93127
665	1394.370875
666	1393.870389
667	1393.751699
668	1393.431135
669	1392.932891
670	1392.63864
671	1392.311574
672	1392.128837
673	1391.959799
674	1391.422065
675	1391.10073
676	1390.524484
677	1390.065803
678	1389.712702
679	1389.17037
680	1388.688868
681	1388.48757
682	1387.983319
683	1387.396703
684	1387.08965
685	1386.802036
686	1386.329392
687	1385.569368
688	1385.117594
689	1384.992808
690	1384.76116
691	1384.434936
692	1384.058017
693	1383.731331
694	1383.412298
695	1383.257846
696	1382.669097
697	1382.156833
698	1381.664797
699	1381.239399
700	1380.626049
701	1380.419014
702	1380.04307
703	1379.571473
704	1379.465493
705	1379.178033
706	1378.940835
707	1378.779879
708	1378.331362
709	1377.959744
710	1377.863392
711	1377.688693
712	1377.2615
713	1376.818109
714	1376.584487
715	1376.201955
716	1375.717369
717	1375.312968
718	1375.095164
719	1374.901938
720	1374.500711
721	1374.064557
722	1373.701485
723	1373.281769
724	1372.912595
725	1372.684849
726	1372.425087
727	1371.921003
728	1371.604751
729	1371.395268
730	1371.223137
731	1370.827697
732	1370.449139
733	1370.032906
734	1369.764505
735	1369.483198
736	1369.253912
737	1368.792567
738	1368.740135
739	1368.515526
740	1368.015094
741	1367.71203
742	1367.271183
743	1366.882442
744	1366.526044
745	1366.282296
746	1365.91369
747	1365.707982
748	1365.124795
749	1364.782383
750	1364.700404
751	1364.508192
752	1364.144949
753	1363.891073
754	1363.696678
755	1363.389891
756	1363.103483
757	1362.846299
758	1362.551394
759	1362.381905
760	1361.838506
761	1361.443474
762	1361.183279
763	1360.74705
764	1360.225741
765	1359.967522
766	1359.775645
767	1359.118504
768	1358.814511
769	1358.553778
770	1358.25006
771	1357.753785
772	1357.295882
773	1356.847974
774	1356.620465
775	1356.352267
776	1356.04777
777	1355.689152
778	1355.485097
779	1355.297045
780	1354.913402
781	1354.885337
782	1354.51435
783	1353.812007
784	1353.574597
785	1352.95346
786	1352.767722
787	1352.615247
788	1352.173115
789	1351.781542
790	1351.284462
791	1350.903211
792	1350.665471
793	1350.192344
794	1349.936615
795	1349.736006
796	1349.363014
797	1349.230876
798	1349.109669
799	1348.67749
800	1348.491999
801	1348.138989
802	1347.590643
803	1347.275437
804	1347.071972
805	1346.526923
806	1346.272272
807	1346.121295
808	1345.929567
809	1345.633933
810	1345.534129
811	1345.211934
812	1344.84351
813	1344.423715
814	1343.926163
815	1343.61893
816	1343.320024
817	1343.04226
818	1342.726139
819	1342.078549
820	1341.643868
821	1341.202607
822	1340.814559
823	1340.448022
824	1340.209637
825	1339.895887
826	1339.273362
827	1339.148764
828	1338.960964
829	1338.66099
830	1338.451286
831	1338.087821
832	1337.780222
833	1337.53763
834	1337.310898
835	1337.009735
836	1336.686734
837	1336.514514
838	1336.342581
839	1336.201474
840	1335.865598
841	1335.382595
842	1335.192278
843	1335.060911
844	1334.479297
845	1334.290835
846	1334.007714
847	1333.896986
848	1333.585448
849	1333.26724
850	1333.23961
851	1332.969409
852	1332.801605
853	1332.534072
854	1332.115277
855	1331.754423
856	1331.486105
857	1331.243526
858	1331.035971
859	1330.704479
860	1330.383522
861	1329.941983
862	1329.82312
863	1329.477673
864	1329.057667
865	1328.777011
866	1328.385006
867	1328.196267
868	1328.010939
869	1327.775273
870	1327.516281
871	1327.378041
872	1327.000425
873	1326.66433
874	1326.436703
875	1326.23877
876	1326.084148
877	1325.689072
878	1325.511089
879	1325.153724
880	1324.876623
881	1324.572009
882	1324.355351
883	1324.021094
884	1323.804356
885	1323.523008
886	1323.296031
887	1322.828925
888	1322.666189
889	1322.335278
890	1322.066184
891	1321.775801
892	1321.503126
893	1321.326793
894	1321.001976
895	1320.786559
896	1320.59653
897	1320.422999
898	1320.158919
899	1319.882001
900	1319.749585
901	1319.48909
902	1319.243307
903	1318.815955
904	1318.674254
905	1318.521083
906	1318.232096
907	1318.087164
908	1317.508867
909	1317.197556
910	1317.030798
911	1316.599831
912	1316.455643
913	1316.194561
914	1316.01362
915	1315.852652
916	1315.675278
917	1315.15309
918	1314.863381
919	1314.752067
920	1314.404485
921	1314.2047
922	1313.939625
923	1313.754188
924	1313.276908
925	1313.000887
926	1312.76289
927	1312.618485
928	1312.496213
929	1312.307951
930	1312.078009
931	1311.292617
932	1311.06022
933	1310.89089
934	1310.700584
935	1310.560863
936	1310.43724
937	1310.265878
938	1309.973368
939	1309.835477
940	1309.677961
941	1309.554195
942	1309.205072
943	1308.998141
944	1308.633652
945	1308.352346
946	1307.911769
947	1307.564578
948	1307.263934
949	1307.121819
950	1306.697886
951	1306.460253
952	1305.920063
953	1305.680459
954	1305.46155
955	1305.246388
956	1305.043966
957	1304.840178
958	1304.630937
959	1304.493419
960	1304.156773
961	1303.863191
962	1303.606597
963	1303.178466
964	1302.941554
965	1302.545802
966	1302.419495
967	1302.186349
968	1302.033112
969	1301.786902
970	1301.561958
971	1301.467735
972	1300.976502
973	1300.800755
974	1300.591239
975	1300.317889
976	1299.971223
977	1299.790087
978	1299.074846
979	1298.902876
980	1298.830425
981	1298.444207
982	1298.230975
983	1297.891279
984	1297.558162
985	1297.315278
986	1297.106064
987	1296.861851
988	1296.61908
989	1296.486849
990	1296.343122
991	1296.264377
992	1296.001969
993	1295.723147
994	1295.497632
995	1295.351464
996	1295.230386
997	1295.057863
998	1294.859042
999	1294.658836
